OBJECTID,EO_ID,ELCODE,Group,EO_NUM,SNAME,SCOMNAME,ELSUBID,ID_CONFIRM,LASTOBS,YEAR,SURVEYDATE,EORANK,GRANK,SRANK,USESA,SPROT,PBSSTATUS,EO_TRACK
4234,426,PMPOA5V030,Vascular Plants,3,Sporobolus asper,Longleaf Dropseed,15735,Y - Yes,10/18/1995,1995,10/18/1995,CD,G5,S3,,N,DL,N
4235,14269,PMPOA4K1Z0,Vascular Plants,1,Panicum rigidulum,,15674,Y - Yes,9/3/1987,1987,9/3/1987,E,G5,SNR,,,,N
4236,856,PPASP02050,Vascular Plants,508,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,6/19/2012,2012,6/19/2012,CD,G4,S1,,PT,PE,Y
4237,6459,PPASP02050,Vascular Plants,506,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,6/22/1984,1984,5/8/2013,X?,G4,S1,,PT,PE,Y
4238,4779,PPASP02050,Vascular Plants,503,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,1/19/2016,2016,1/19/2016,C,G4,S1,,PT,PE,Y
4239,13237,PPASP02050,Vascular Plants,504,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,2/22/2015,2015,2/22/2015,BC,G4,S1,,PT,PE,Y
4240,9245,PPASP02050,Vascular Plants,502,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,1/17/2015,2015,1/17/2015,D,G4,S1,,PT,PE,Y
4241,14324,PPASP02050,Vascular Plants,510,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,10/30/1995,1995,10/30/1995,BC,G4,S1,,PT,PE,Y
4242,7672,PPASP02050,Vascular Plants,507,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,1899-06-27,1899,9/1/1995,F,G4,S1,,PT,PE,Y
4243,2383,PPASP02050,Vascular Plants,511,Asplenium bradleyi,Bradley's Spleenwort,15823,Y - Yes,10/17/1995,1995,10/17/1995,C,G4,S1,,PT,PE,Y
4244,791,PPASP02050,Vascular Plants,505,Asplenium bradleyi,Bradley's Spleenwort,15823,? - Questionable,12/25/1911,1911,NONE,X?,G4,S1,,PT,PE,Y
4245,11880,PMXYR010F0,Vascular Plants,521,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,3/2/1990,1990,3/2/1990,C,G5,S4,,PR,SP,W
4246,11,PMXYR010F0,Vascular Plants,523,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,8/29/2000,2000,8/29/2000,C,G5,S4,,PR,SP,W
4247,12214,PMXYR010F0,Vascular Plants,515,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,9/24/1993,1993,9/24/1993,C,G5,S4,,PR,SP,W
4248,12159,PMXYR010F0,Vascular Plants,502,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,8/13/1996,1996,8/13/1996,C,G5,S4,,PR,SP,W
4249,11779,PMXYR010F0,Vascular Plants,507,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/16/1946,1946,NONE,H,G5,S4,,PR,SP,W
4250,10487,PMXYR010F0,Vascular Plants,524,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/27/2001,2001,7/27/2001,AB,G5,S4,,PR,SP,W
4251,11211,PMXYR010F0,Vascular Plants,526,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,10/4/2001,2001,10/4/2001,A,G5,S4,,PR,SP,W
4252,11024,PMXYR010F0,Vascular Plants,509,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/26/2000,2000,7/26/2000,B,G5,S4,,PR,SP,W
4253,11023,PMXYR010F0,Vascular Plants,510,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/20/1961,1961,NONE,H,G5,S4,,PR,SP,W
4254,9187,PMXYR010F0,Vascular Plants,518,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,8/16/2000,2000,8/16/2000,B,G5,S4,,PR,SP,W
4255,8730,PMXYR010F0,Vascular Plants,511,Xyris montana,Northern Yellow-eyed Grass,15813,,7/11/1946,1946,NONE,H,G5,S4,,PR,SP,W
4256,9605,PMXYR010F0,Vascular Plants,513,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,9/12/1937,1937,NONE,H,G5,S4,,PR,SP,W
4257,5928,PMXYR010F0,Vascular Plants,514,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,1884-08,1884,NONE,H,G5,S4,,PR,SP,W
4258,6663,PMXYR010F0,Vascular Plants,508,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,1860,1860,NONE,H,G5,S4,,PR,SP,W
4259,5610,PMXYR010F0,Vascular Plants,504,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,9/4/1949,1949,NONE,H,G5,S4,,PR,SP,W
4260,5357,PMXYR010F0,Vascular Plants,520,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/15/1983,1983,,E,G5,S4,,PR,SP,W
4261,5356,PMXYR010F0,Vascular Plants,519,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,8/10/1989,1989,8/10/1989,B,G5,S4,,PR,SP,W
4262,2937,PMXYR010F0,Vascular Plants,512,Xyris montana,Northern Yellow-eyed Grass,15813,,7/22/1939,1939,NONE,H,G5,S4,,PR,SP,W
4263,3970,PMXYR010F0,Vascular Plants,501,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,8/19/1999,1999,8/19/1999,B,G5,S4,,PR,SP,W
4264,3710,PMXYR010F0,Vascular Plants,525,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/27/2001,2001,7/27/2001,A,G5,S4,,PR,SP,W
4265,1704,PMXYR010F0,Vascular Plants,503,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,6/20/1988,1988,6/20/1988,B,G5,S4,,PR,SP,W
4266,2073,PMXYR010F0,Vascular Plants,506,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,1876-07,1876,,H,G5,S4,,PR,SP,W
4267,1651,PMXYR010F0,Vascular Plants,522,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,7/25/1990,1990,7/25/1990,B,G5,S4,,PR,SP,W
4268,692,PMXYR010F0,Vascular Plants,516,Xyris montana,Northern Yellow-eyed Grass,15813,Y - Yes,8/11/1913,1913,NONE,H,G5,S4,,PR,SP,W
4269,842,PMCYP03DN0,Vascular Plants,9,Carex tetanica,A Sedge,15138,Y - Yes,6/2/1995,1995,8/14/2002,E,G4G5,S2,,PT,PT,Y
4270,5073,PMCYP03DN0,Vascular Plants,516,Carex tetanica,A Sedge,15138,Y - Yes,6/1/1993,1993,6/1/1993,CD,G4G5,S2,,PT,PT,Y
4271,3880,PMCYP03DN0,Vascular Plants,505,Carex tetanica,A Sedge,15138,Y - Yes,6/21/1995,1995,5/23/1997,B,G4G5,S2,,PT,PT,Y
4272,2565,PMCYP03DN0,Vascular Plants,1,Carex tetanica,A Sedge,15138,Y - Yes,6/3/1994,1994,6/3/1994,B,G4G5,S2,,PT,PT,Y
4273,13863,PMCYP03DN0,Vascular Plants,504,Carex tetanica,A Sedge,15138,Y - Yes,6/4/1922,1922,5/23/1983,X,G4G5,S2,,PT,PT,Y
4274,13296,PMCYP03DN0,Vascular Plants,509,Carex tetanica,A Sedge,15138,? - Questionable,6/8/1924,1924,6/3/1993,F,G4G5,S2,,PT,PT,Y
4275,13802,PMCYP03DN0,Vascular Plants,7,Carex tetanica,A Sedge,15138,Y - Yes,6/11/2014,2014,6/11/2014,CD,G4G5,S2,,PT,PT,Y
4276,14230,PMCYP03DN0,Vascular Plants,523,Carex tetanica,A Sedge,15138,,6/16/1917,1917,6/23/1993,F,G4G5,S2,,PT,PT,Y
4277,12296,PMCYP03DN0,Vascular Plants,13,Carex tetanica,A Sedge,15138,Y - Yes,6/18/1996,1996,,E,G4G5,S2,,PT,PT,Y
4278,12043,PMCYP03DN0,Vascular Plants,531,Carex tetanica,A Sedge,15138,Y - Yes,9/21/2008,2008,9/21/2008,BC,G4G5,S2,,PT,PT,Y
4279,12799,PMCYP03DN0,Vascular Plants,517,Carex tetanica,A Sedge,15138,Y - Yes,1897-05-31,1897,1984,X,G4G5,S2,,PT,PT,Y
4280,12974,PMCYP03DN0,Vascular Plants,2,Carex tetanica,A Sedge,15138,? - Questionable,6/18/1960,1960,,H,G4G5,S2,,PT,PT,Y
4281,10313,PMCYP03DN0,Vascular Plants,11,Carex tetanica,A Sedge,15138,Y - Yes,6/25/1991,1991,6/25/1991,E,G4G5,S2,,PT,PT,Y
4282,10863,PMCYP03DN0,Vascular Plants,515,Carex tetanica,A Sedge,15138,? - Questionable,1879-03-12,1879,1879-03-12,H,G4G5,S2,,PT,PT,Y
4283,10618,PMCYP03DN0,Vascular Plants,507,Carex tetanica,A Sedge,15138,? - Questionable,7/9/1941,1941,5/28/1991,F,G4G5,S2,,PT,PT,Y
4284,11013,PMCYP03DN0,Vascular Plants,528,Carex tetanica,A Sedge,15138,Y - Yes,6/16/1993,1993,6/16/1993,B,G4G5,S2,,PT,PT,Y
4285,8849,PMCYP03DN0,Vascular Plants,502,Carex tetanica,A Sedge,15138,? - Questionable,6/1/1919,1919,5/25/1988,X?,G4G5,S2,,PT,PT,Y
4286,9011,PMCYP03DN0,Vascular Plants,5,Carex tetanica,A Sedge,15138,Y - Yes,5/30/1919,1919,1986-06-??,H,G4G5,S2,,PT,PT,Y
4287,9814,PMCYP03DN0,Vascular Plants,526,Carex tetanica,A Sedge,15138,Y - Yes,6/8/1995,1995,6/8/1995,BC,G4G5,S2,,PT,PT,Y
4288,7196,PMCYP03DN0,Vascular Plants,529,Carex tetanica,A Sedge,15138,Y - Yes,6/3/1993,1993,6/3/1993,C,G4G5,S2,,PT,PT,Y
4289,7195,PMCYP03DN0,Vascular Plants,530,Carex tetanica,A Sedge,15138,Y - Yes,6/1/1993,1993,6/1/1993,D,G4G5,S2,,PT,PT,Y
4290,8265,PMCYP03DN0,Vascular Plants,513,Carex tetanica,A Sedge,15138,Y - Yes,1892-05-23,1892,6/23/1993,F,G4G5,S2,,PT,PT,Y
4291,6166,PMCYP03DN0,Vascular Plants,519,Carex tetanica,A Sedge,15138,? - Questionable,NA,NA,6/13/1986,X,G4G5,S2,,PT,PT,Y
4292,6743,PMCYP03DN0,Vascular Plants,514,Carex tetanica,A Sedge,15138,Y - Yes,6/16/1936,1936,1985,X?,G4G5,S2,,PT,PT,Y
4293,4331,PMCYP03DN0,Vascular Plants,506,Carex tetanica,A Sedge,15138,Y - Yes,6/8/1993,1993,6/8/1993,D,G4G5,S2,,PT,PT,Y
4294,5270,PMCYP03DN0,Vascular Plants,4,Carex tetanica,A Sedge,15138,Y - Yes,6/28/1932,1932,,H,G4G5,S2,,PT,PT,Y
4295,5137,PMCYP03DN0,Vascular Plants,8,Carex tetanica,A Sedge,15138,Y - Yes,5/22/1962,1962,7/15/2004,H,G4G5,S2,,PT,PT,Y
4296,5111,PMCYP03DN0,Vascular Plants,525,Carex tetanica,A Sedge,15138,Y - Yes,6/20/1989,1989,6/20/1989,D,G4G5,S2,,PT,PT,Y
4297,3394,PMCYP03DN0,Vascular Plants,533,Carex tetanica,A Sedge,15138,Y - Yes,5/16/2000,2000,5/16/2000,BC,G4G5,S2,,PT,PT,Y
4298,3658,PMCYP03DN0,Vascular Plants,501,Carex tetanica,A Sedge,15138,Y - Yes,6/1/1954,1954,5/24/1993,F,G4G5,S2,,PT,PT,Y
4299,3803,PMCYP03DN0,Vascular Plants,3,Carex tetanica,A Sedge,15138,Y - Yes,6/6/2009,2009,6/6/2009,E,G4G5,S2,,PT,PT,Y
4300,1791,PMCYP03DN0,Vascular Plants,527,Carex tetanica,A Sedge,15138,Y - Yes,6/2/1935,1935,5/24/1993,X?,G4G5,S2,,PT,PT,Y
4301,1316,PMCYP03DN0,Vascular Plants,503,Carex tetanica,A Sedge,15138,Y - Yes,6/17/1916,1916,5/25/1993,X,G4G5,S2,,PT,PT,Y
4302,1173,PMCYP03DN0,Vascular Plants,512,Carex tetanica,A Sedge,15138,Y - Yes,1896-06-03,1896,1984,X,G4G5,S2,,PT,PT,Y
4303,843,PMCYP03DN0,Vascular Plants,10,Carex tetanica,A Sedge,15138,? - Questionable,6/29/1986,1986,6/29/1986,E,G4G5,S2,,PT,PT,Y
4304,732,PMCYP03DN0,Vascular Plants,522,Carex tetanica,A Sedge,15138,Y - Yes,6/1/1991,1991,6/1/1991,B,G4G5,S2,,PT,PT,Y
4305,14246,PMCYP03LT0,Vascular Plants,3,Carex foenea,Bronze Sedge,479035,? - Questionable,7/5/1939,1939,7/5/1939,H,G5,S1,,PE,PE,Y
4306,9017,PMCYP03LT0,Vascular Plants,1,Carex foenea,Bronze Sedge,479035,Y - Yes,5/28/1931,1931,,H,G5,S1,,PE,PE,Y
4307,10273,PMPOA3G040,Vascular Plants,501,Koeleria macrantha,Junegrass,15638,? - Questionable,5/30/1912,1912,NONE,H,G5,SX,,PX,PX,Y
4308,4574,PMPOA3G040,Vascular Plants,502,Koeleria macrantha,Junegrass,15638,Y - Yes,1836-07,1836,,H,G5,SX,,PX,PX,Y
4309,728,PDGRO02120,Vascular Plants,901,Ribes missouriense,Missouri Gooseberry,13972,Y - Yes,5/29/2013,2013,5/29/2013,B,G5,S1,,PE,PE,Y
4310,324,PDGRO02120,Vascular Plants,502,Ribes missouriense,Missouri Gooseberry,13972,Y - Yes,4/29/1997,1997,4/29/1997,B,G5,S1,,PE,PE,Y
4311,12184,PDGRO02120,Vascular Plants,501,Ribes missouriense,Missouri Gooseberry,13972,Y - Yes,7/10/2000,2000,7/10/2000,A,G5,S1,,PE,PE,Y
4312,9108,PDGRO02120,Vascular Plants,504,Ribes missouriense,Missouri Gooseberry,13972,Y - Yes,6/2/2005,2005,6/2/2005,D,G5,S1,,PE,PE,Y
4313,3713,PDGRO02120,Vascular Plants,505,Ribes missouriense,Missouri Gooseberry,13972,Y - Yes,5/16/2000,2000,5/16/2000,BC,G5,S1,,PE,PE,Y
4314,1121,PDGRO02120,Vascular Plants,503,Ribes missouriense,Missouri Gooseberry,13972,Y - Yes,7/18/1997,1997,7/18/1997,CD,G5,S1,,PE,PE,Y
4315,14421,PDVER0H020,Vascular Plants,5,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,9/12/2001,2001,9/12/2001,E,G5,S4,,TU,SP,W
4316,12783,PDVER0H020,Vascular Plants,513,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/8/1995,1995,8/8/1995,CD,G5,S4,,TU,SP,W
4317,14561,PDVER0H020,Vascular Plants,2,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,1944-08---,1944,9/26/1990,H,G5,S4,,TU,SP,W
4318,4725,PDVER0H020,Vascular Plants,4,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,10/13/1999,1999,10/13/1999,E,G5,S4,,TU,SP,W
4319,7293,PDVER0H020,Vascular Plants,1,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,NA,NA,,H,G5,S4,,TU,SP,W
4320,5967,PDVER0H020,Vascular Plants,519,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/28/2013,2013,8/28/2013,BC,G5,S4,,TU,SP,W
4321,12365,PDVER0H020,Vascular Plants,507,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,7/7/1992,1992,7/7/1992,B,G5,S4,,TU,SP,W
4322,10733,PDVER0H020,Vascular Plants,502,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,NA,NA,,H,G5,S4,,TU,SP,W
4323,10331,PDVER0H020,Vascular Plants,518,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,9/4/1998,1998,9/4/1998,D,G5,S4,,TU,SP,W
4324,8856,PDVER0H020,Vascular Plants,511,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,9/1/1995,1995,9/1/1995,CD,G5,S4,,TU,SP,W
4325,9636,PDVER0H020,Vascular Plants,503,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/12/1921,1921,8/5/1991,F,G5,S4,,TU,SP,W
4326,9706,PDVER0H020,Vascular Plants,505,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/3/1987,1987,8/3/1987,B,G5,S4,,TU,SP,W
4327,9482,PDVER0H020,Vascular Plants,3,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,7/15/2000,2000,7/15/2000,E,G5,S4,,TU,SP,W
4328,5971,PDVER0H020,Vascular Plants,520,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/28/2012,2012,8/28/2012,C,G5,S4,,TU,SP,W
4329,5775,PDVER0H020,Vascular Plants,501,Phyla lanceolata,Lance Fog-fruit,14854,? - Questionable,1840,1840,,H,G5,S4,,TU,SP,W
4330,4913,PDVER0H020,Vascular Plants,512,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/10/1995,1995,8/10/1995,CD,G5,S4,,TU,SP,W
4331,5415,PDVER0H020,Vascular Plants,509,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/24/1995,1995,8/24/1995,C,G5,S4,,TU,SP,W
4332,5414,PDVER0H020,Vascular Plants,510,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/30/2015,2015,8/30/2015,E,G5,S4,,TU,SP,W
4333,4055,PDVER0H020,Vascular Plants,506,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,7/12/1988,1988,7/12/1988,C,G5,S4,,TU,SP,W
4334,2835,PDVER0H020,Vascular Plants,508,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/25/1991,1991,8/25/1991,C,G5,S4,,TU,SP,W
4335,1028,PDVER0H020,Vascular Plants,517,Phyla lanceolata,Lance Fog-fruit,14854,Y - Yes,8/18/1995,1995,8/18/1995,D,G5,S4,,TU,SP,W
4336,967,PDVER0H020,Vascular Plants,504,Phyla lanceolata,Lance Fog-fruit,14854,? - Questionable,8/28/1936,1936,9/10/1997,F,G5,S4,,TU,SP,W
4337,12566,PDBRA06170,Vascular Plants,503,Arabis missouriensis,Missouri Rock-cress,13367,Y - Yes,5/18/1987,1987,5/18/1987,C,G5,S1,,PE,PE,Y
4338,10131,PDBRA06170,Vascular Plants,501,Arabis missouriensis,Missouri Rock-cress,13367,? - Questionable,6/17/1940,1940,6/6/1984,X,G5,S1,,PE,PE,Y
4339,4318,PDBRA06170,Vascular Plants,502,Arabis missouriensis,Missouri Rock-cress,13367,Y - Yes,6/24/2010,2010,6/24/2010,C,G5,S1,,PE,PE,Y
4340,2939,PDBRA06170,Vascular Plants,504,Arabis missouriensis,Missouri Rock-cress,13367,Y - Yes,5/2/2006,2006,5/2/2006,BC,G5,S1,,PE,PE,Y
4341,3653,PMORC1N020,Vascular Plants,1,Listera australis,Southern Twayblade,15439,Y - Yes,6/5/1993,1993,6/5/1993,B,G4,S1,,PE,PE,Y
4342,14442,PMORC1N020,Vascular Plants,501,Listera australis,Southern Twayblade,15439,Y - Yes,1850-51,1850,NONE,X,G4,S1,,PE,PE,Y
4343,14682,PMPOT030C0,Vascular Plants,1,Potamogeton friesii,Fries' Pondweed,15775,Y - Yes,7/24/2008,2008,7/24/2008,AB,G5,S1,,PE,PE,Y
4344,12088,PMPOT030C0,Vascular Plants,502,Potamogeton friesii,Fries' Pondweed,15775,? - Questionable,19--,19--,,H,G5,S1,,PE,PE,Y
4345,11412,PMPOT030C0,Vascular Plants,503,Potamogeton friesii,Fries' Pondweed,15775,Y - Yes,8/15/1968,1968,8/24/2004,F?,G5,S1,,PE,PE,Y
4346,7144,PMPOT030C0,Vascular Plants,501,Potamogeton friesii,Fries' Pondweed,15775,? - Questionable,7/20/1924,1924,1987-08,X?,G5,S1,,PE,PE,Y
4347,3300,PMPOT030C0,Vascular Plants,2,Potamogeton friesii,Fries' Pondweed,15775,Y - Yes,8/12/2003,2003,8/12/2003,E,G5,S1,,PE,PE,Y
4348,9521,PDSCR10030,Vascular Plants,503,Limosella australis,Awl-shaped Mudwort,14751,Y - Yes,1865-08,1865,1984,X,G4G5,SX,,PX,PX,Y
4349,3943,PDSCR10030,Vascular Plants,501,Limosella australis,Awl-shaped Mudwort,14751,Y - Yes,1898-09-11,1898,1984,X,G4G5,SX,,PX,PX,Y
4350,2653,PDSCR10030,Vascular Plants,502,Limosella australis,Awl-shaped Mudwort,14751,Y - Yes,1866-11-20,1866,1984,X,G4G5,SX,,PX,PX,Y
4351,761,PDSCR10030,Vascular Plants,504,Limosella australis,Awl-shaped Mudwort,14751,Y - Yes,1864-10-17,1864,1984,X,G4G5,SX,,PX,PX,Y
4352,13845,PMCYP062Y0,Vascular Plants,501,Cyperus refractus,Reflexed Flatsedge,15184,Y - Yes,9/20/1991,1991,9/20/1991,C,G5,S1,,PE,PE,Y
4353,8396,PMCYP062Y0,Vascular Plants,504,Cyperus refractus,Reflexed Flatsedge,15184,Y - Yes,9/7/1997,1997,9/7/1997,C,G5,S1,,PE,PE,Y
4354,8377,PMCYP062Y0,Vascular Plants,502,Cyperus refractus,Reflexed Flatsedge,15184,Y - Yes,7/30/1904,1904,NONE,H,G5,S1,,PE,PE,Y
4355,5654,PMCYP062Y0,Vascular Plants,505,Cyperus refractus,Reflexed Flatsedge,15184,Y - Yes,8/25/1994,1994,8/25/1994,D,G5,S1,,PE,PE,Y
4356,10369,PMLEM01040,Vascular Plants,501,Lemna obscura,Little Water Duckweed,15333,Y - Yes,9/5/1927,1927,,H,G5,SX,,PX,WATCH,W
4357,14533,PMNAJ01060,Vascular Plants,1,Najas marina,Holly-leaved Naiad,15415,Y - Yes,9/5/1982,1982,9/5/1982,E,G5,SNR,,PE,N,N
4358,9098,PMNAJ01060,Vascular Plants,501,Najas marina,Holly-leaved Naiad,15415,Y - Yes,8/3/2001,2001,8/3/2001,C,G5,SNR,,PE,N,N
4359,10666,PDSAL02280,Vascular Plants,31,Salix petiolaris,Meadow Willow,14704,Y - Yes,9/22/2000,2000,9/22/2000,E,G5,S4,,TU,SP,W
4360,11922,PDSAL02280,Vascular Plants,27,Salix petiolaris,Meadow Willow,14704,Y - Yes,10/21/2000,2000,10/21/2000,E,G5,S4,,TU,SP,W
4361,11142,PDSAL02280,Vascular Plants,29,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4362,7804,PDSAL02280,Vascular Plants,19,Salix petiolaris,Meadow Willow,14704,Y - Yes,10/31/2000,2000,10/31/2000,E,G5,S4,,TU,SP,W
4363,8286,PDSAL02280,Vascular Plants,14,Salix petiolaris,Meadow Willow,14704,Y - Yes,8/6/1996,1996,8/6/1996,E,G5,S4,,TU,SP,W
4364,1639,PDSAL02280,Vascular Plants,9,Salix petiolaris,Meadow Willow,14704,Y - Yes,7/26/1962,1962,9/16/1992,H,G5,S4,,TU,SP,W
4365,14099,PDSAL02280,Vascular Plants,24,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4366,14095,PDSAL02280,Vascular Plants,35,Salix petiolaris,Meadow Willow,14704,Y - Yes,9/21/2000,2000,9/21/2000,E,G5,S4,,TU,SP,W
4367,14362,PDSAL02280,Vascular Plants,505,Salix petiolaris,Meadow Willow,14704,Y - Yes,4/22/1908,1908,,H,G5,S4,,TU,SP,W
4368,12674,PDSAL02280,Vascular Plants,16,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4369,13149,PDSAL02280,Vascular Plants,11,Salix petiolaris,Meadow Willow,14704,Y - Yes,7/6/1966,1966,,H,G5,S4,,TU,SP,W
4370,12900,PDSAL02280,Vascular Plants,3,Salix petiolaris,Meadow Willow,14704,Y - Yes,8/29/1941,1941,,F,G5,S4,,TU,SP,W
4371,11141,PDSAL02280,Vascular Plants,30,Salix petiolaris,Meadow Willow,14704,Y - Yes,9/13/2000,2000,9/13/2000,E,G5,S4,,TU,SP,W
4372,11385,PDSAL02280,Vascular Plants,22,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4373,8802,PDSAL02280,Vascular Plants,38,Salix petiolaris,Meadow Willow,14704,Y - Yes,9/21/2000,2000,9/21/2000,E,G5,S4,,TU,SP,W
4374,9379,PDSAL02280,Vascular Plants,503,Salix petiolaris,Meadow Willow,14704,Y - Yes,5/10/1909,1909,5/31/1988,H,G5,S4,,TU,SP,W
4375,9810,PDSAL02280,Vascular Plants,1,Salix petiolaris,Meadow Willow,14704,Y - Yes,8/26/2000,2000,8/26/2000,E,G5,S4,,TU,SP,W
4376,9760,PDSAL02280,Vascular Plants,6,Salix petiolaris,Meadow Willow,14704,Y - Yes,5/17/1925,1925,,H,G5,S4,,TU,SP,W
4377,7805,PDSAL02280,Vascular Plants,20,Salix petiolaris,Meadow Willow,14704,Y - Yes,10/31/2000,2000,10/31/2000,E,G5,S4,,TU,SP,W
4378,6848,PDSAL02280,Vascular Plants,26,Salix petiolaris,Meadow Willow,14704,Y - Yes,5/19/2002,2002,9/2/2000,E,G5,S4,,TU,SP,W
4379,7091,PDSAL02280,Vascular Plants,21,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4380,4708,PDSAL02280,Vascular Plants,504,Salix petiolaris,Meadow Willow,14704,Y - Yes,4/28/1912,1912,,H,G5,S4,,TU,SP,W
4381,4687,PDSAL02280,Vascular Plants,32,Salix petiolaris,Meadow Willow,14704,Y - Yes,2004-04---,2004,2004-04---,E,G5,S4,,TU,SP,W
4382,4457,PDSAL02280,Vascular Plants,2,Salix petiolaris,Meadow Willow,14704,Y - Yes,4/23/1963,1963,,H,G5,S4,,TU,SP,W
4383,4436,PDSAL02280,Vascular Plants,36,Salix petiolaris,Meadow Willow,14704,Y - Yes,5/16/2001,2001,5/16/2001,E,G5,S4,,TU,SP,W
4384,4961,PDSAL02280,Vascular Plants,17,Salix petiolaris,Meadow Willow,14704,Y - Yes,11/10/2000,2000,11/10/2000,E,G5,S4,,TU,SP,W
4385,5388,PDSAL02280,Vascular Plants,15,Salix petiolaris,Meadow Willow,14704,Y - Yes,7/13/1996,1996,7/13/1996,E,G5,S4,,TU,SP,W
4386,2920,PDSAL02280,Vascular Plants,5,Salix petiolaris,Meadow Willow,14704,Y - Yes,5/22/1920,1920,,H,G5,S4,,TU,SP,W
4387,4257,PDSAL02280,Vascular Plants,7,Salix petiolaris,Meadow Willow,14704,Y - Yes,10/17/1937,1937,,H,G5,S4,,TU,SP,W
4388,3920,PDSAL02280,Vascular Plants,37,Salix petiolaris,Meadow Willow,14704,Y - Yes,9/22/2000,2000,9/22/2000,E,G5,S4,,TU,SP,W
4389,1767,PDSAL02280,Vascular Plants,28,Salix petiolaris,Meadow Willow,14704,,10/31/2000,2000,10/31/2000,E,G5,S4,,TU,SP,W
4390,1364,PDSAL02280,Vascular Plants,4,Salix petiolaris,Meadow Willow,14704,Y - Yes,8/20/1925,1925,,H,G5,S4,,TU,SP,W
4391,2092,PDSAL02280,Vascular Plants,34,Salix petiolaris,Meadow Willow,14704,Y - Yes,10/31/2000,2000,10/31/2000,E,G5,S4,,TU,SP,W
4392,1498,PDSAL02280,Vascular Plants,13,Salix petiolaris,Meadow Willow,14704,Y - Yes,6/7/1994,1994,6/7/1994,E,G5,S4,,TU,SP,W
4393,1840,PDSAL02280,Vascular Plants,18,Salix petiolaris,Meadow Willow,14704,Y - Yes,9/21/2000,2000,9/21/2000,E,G5,S4,,TU,SP,W
